### with codedir (dir where code was executed): C:\Users\Christian Schneider\LRZ Sync+Share\Promotion\Forschungspraktika\David Bodesheim\RetroFit
### with data_file: scan_3d/new_energies/mirrored_energies.out
### with guest_dir: xyz-files
### with len(delta_list) = 100, deltamin = 90.0, deltamax = 270.0
### name | alpha | R_NN | Ropt | thetaopt | deltaopt |Emin
12-DC_benzene	64.00693716580561	4.13438	2.6460665622281696	177.6465314170972	162.72727272727272	4.08925201390496
cis-DCNE	72.7012772884027	4.36972	2.5622750891214596	173.29936135579865	164.54545454545456	3.030420597781523
DC-FURAN	72.96486022630937	4.55122	2.4341687457761587	173.1675698868453	164.54545454545456	2.4046259184717877
DC-Thiophen	66.92954387603143	4.333	2.5881928022214016	176.1852280619843	164.54545454545456	3.2383459107066708
DCCButene	91.71212855576977	5.01632	2.3379000295585812	163.79393572211512	170.0	0.8365453139315964
DCCPentene	68.47896014220262	4.4242	2.5238220115156635	175.4105199288987	164.54545454545456	2.9080237534880795
DCCPropene	121.82598940379157	5.7717	2.1912990825602314	148.73700529810424	179.0909090909091	0.743500028775564
DC_2-methyl-propene	116.7060689977262	4.43257000001128	2.517914297492274	151.2969655011369	164.54545454545456	2.3830790109699382
DC_methane	115.38395568587129	4.43098	2.519036551417145	151.95802215706436	164.54545454545456	2.3952919953389316
DC_Pentadiene	68.47896014220262	4.4242	2.5238220115156635	175.4105199288987	164.54545454545456	2.9080237534880795
Dimethyl-DCNE	66.08213115867798	4.0774	2.685070810709178	176.60893442066103	162.72727272727272	4.281133964544563
TC-PYRAZINE-meta	118.19603655202226	6.76064	2.246180076685592	150.5519817239889	193.63636363636363	3.9762740574933884
TC-PYRAZINE-ortho	61.803963447977736	4.12744	2.6508171674310166	178.74801827601115	162.72727272727272	4.151421398085215
TCCBD-DB	95.80759787059529	5.13232	2.337678189564907	161.74620106470238	171.8181818181818	0.6581153086780137
TCCBD-SB	84.19240212940473	5.0816	2.3790251780935883	167.55379893529764	171.8181818181818	0.707801770413881
TCNB-meta	116.9249478136682	6.89328	2.2563468012841286	151.1875260931659	195.45454545454544	4.689484014178515
TCNB-ortho	63.0750521863318	4.1144	2.6597433766306016	178.1124739068341	162.72727272727272	4.182230857663194
TCNE-cis	63.44031934623812	4.0952	2.672886261341646	177.92984032688094	162.72727272727272	4.251648392982659
TCNE-geminal	116.55968065376187	4.43606	2.515450985443623	151.37015967311908	164.54545454545456	2.3706601225086086
TCNQ-geminal	118.42253125155935	4.44736	2.5074752186127593	150.43873437422033	164.54545454545456	2.3194011745593435
