### with data_file: scan_3d/new_energies/mirrored_energies.out
### with codedir (dir where code was executed): C:\Users\Christian Schneider\LRZ Sync+Share\Promotion\Forschungspraktika\David Bodesheim\RetroFit
### with len(delta_list) = 100, deltamin = 90.0, deltamax = 270.0
### alpha 	| R_NN 	| E_min 	| R_CuN 	| theta 	| delta 
-59.853999999999985	1.606508116530053	10.48000344591491	5.0	270.0	150.0
-59.853999999999985	1.7579116910962929	9.699779310946216	4.987956545084821	270.0	140.9090909090909
-59.853999999999985	1.9093152656625327	9.23689503223892	4.972158971646099	270.0	137.27272727272728
-59.853999999999985	2.0607188402287724	8.870075985222021	4.976253944573938	270.0	133.63636363636363
-59.853999999999985	2.2121224147950125	8.777578136722866	4.946112863678551	270.0	131.8181818181818
-59.853999999999985	2.363525989361252	8.720163562558191	4.920369467541887	270.0	130.0
-59.853999999999985	2.514929563927492	8.844678538681418	4.839771867168352	270.0	130.0
-59.853999999999985	2.666333138493732	9.031030246885287	4.759174266794817	270.0	130.0
-59.853999999999985	2.8177367130599715	9.082636838066113	4.451193205087229	270.0	140.9090909090909
-59.853999999999985	2.969140287626211	9.032349270496544	4.33885551419468	270.0	144.54545454545456
-59.853999999999985	3.1205438621924513	8.966374657349824	4.251885519606601	270.0	146.36363636363637
-59.853999999999985	3.271947436758691	8.865484356842142	4.167279664005718	270.0	150.0
-59.853999999999985	3.4233510113249306	8.70598856666113	4.091577815278965	270.0	150.0
-59.853999999999985	3.5747545858911707	8.546492776480115	4.015875966552212	270.0	150.0
-59.853999999999985	3.7261581604574103	8.422192289102771	3.947803309623437	270.0	153.63636363636363
-59.853999999999985	3.8775617350236504	8.211388155094482	3.8815782578387785	270.0	155.45454545454544
-59.853999999999985	4.02896530958989	7.977842944776783	3.805541316793658	270.0	155.45454545454544
-59.853999999999985	4.180368884156129	7.77867502476626	3.742574644122635	270.0	157.27272727272725
-59.853999999999985	4.331772458722369	7.526683837004255	3.682886474808279	270.0	159.0909090909091
-59.853999999999985	4.4831760332886095	7.254932607894177	3.626322861453168	270.0	160.9090909090909
-59.853999999999985	4.63457960785485	6.980109818316425	3.5492467315002076	270.0	160.9090909090909
-59.853999999999985	4.78598318242109	6.703360362566816	3.495156849994714	270.0	162.72727272727272
-59.853999999999985	4.937386756987329	6.388654196781663	3.443836791873052	270.0	164.54545454545456
-59.853999999999985	5.088790331553569	6.096328713385236	3.3951668889449094	270.0	166.36363636363637
-59.853999999999985	5.240193906119808	5.824645031298066	3.3162986316299556	270.0	166.36363636363637
-59.853999999999985	5.391597480686048	5.531674806306219	3.2693910465583746	270.0	168.1818181818182
-59.853999999999985	5.543001055252288	5.205008397058067	3.224827565663701	270.0	170.0
-59.853999999999985	5.6944046298185285	4.968472680939399	3.1825130512925606	270.0	171.8181818181818
-59.853999999999985	5.845808204384768	4.753410885693826	3.1423605200868576	270.0	173.63636363636363
-59.853999999999985	5.997211778951008	4.503511399631087	3.05977241570691	270.0	173.63636363636363
-59.853999999999985	6.148615353517248	4.226735464342503	3.0205010072262355	270.0	175.45454545454544
-59.853999999999985	6.300018928083487	4.046513367435614	2.983118059270999	270.0	177.27272727272725
-59.853999999999985	6.451422502649727	3.8937292862262396	2.947550255310618	270.0	179.0909090909091
-59.853999999999985	6.602826077215967	3.747209367108883	2.9137300318640844	270.0	180.9090909090909
-59.853999999999985	6.7542296517822065	3.593721886781186	2.8255649857493745	270.0	180.9090909090909
-59.853999999999985	6.905633226348447	3.4799899377942665	2.8510892208973186	270.0	184.54545454545456
-59.853999999999985	7.057036800914687	3.393350730679382	2.8221600291002966	270.0	186.36363636363637
-59.853999999999985	7.208440375480926	3.351081382763887	2.7947609184897506	270.0	188.1818181818182
-59.853999999999985	7.359843950047166	3.403276480467394	2.7688499832373132	270.0	190.0
-59.853999999999985	7.511247524613406	3.5806928790902512	2.744390228264276	270.0	191.8181818181818
-59.853999999999985	7.662651099179646	3.7564432779381782	2.721349657050536	270.0	193.63636363636363
-59.853999999999985	7.814054673745885	3.957354668942974	2.616877585203069	270.0	193.63636363636363
-59.853999999999985	7.9654582483121255	4.300506839614349	2.5919228511464634	270.0	195.45454545454544
-59.853999999999985	8.116861822878366	4.830552433162446	2.6605026580771947	270.0	199.0909090909091
-59.853999999999985	8.268265397444605	5.470158253832858	2.642927706660236	270.0	200.9090909090909
-59.853999999999985	8.419668972010845	6.334719009999729	2.6266978599480266	270.0	202.72727272727272
-59.853999999999985	8.571072546577085	7.2337481572915046	2.611820102382331	270.0	204.54545454545456
