1.8 	 260.0 	 100.0 	 -4159.33105122 
1.8 	 100.0 	 260.0 	 -4159.33105122 
1.8 	 260.0 	 105.0 	 -4164.85173442 
1.8 	 100.0 	 255.0 	 -4164.85173442 
1.8 	 260.0 	 110.0 	 -4167.37145313 
1.8 	 100.0 	 250.0 	 -4167.37145313 
1.8 	 260.0 	 115.0 	 -4168.59941012 
1.8 	 100.0 	 245.0 	 -4168.59941012 
1.8 	 260.0 	 120.0 	 -4169.22087355 
1.8 	 100.0 	 240.0 	 -4169.22087355 
1.8 	 260.0 	 125.0 	 -4169.54283408 
1.8 	 100.0 	 235.0 	 -4169.54283408 
1.8 	 260.0 	 130.0 	 -4169.78617577 
1.8 	 100.0 	 230.0 	 -4169.78617577 
1.8 	 260.0 	 135.0 	 -4169.95397146 
1.8 	 100.0 	 225.0 	 -4169.95397146 
1.8 	 260.0 	 140.0 	 -4170.08002614 
1.8 	 100.0 	 220.0 	 -4170.08002614 
1.8 	 260.0 	 145.0 	 -4170.18754575 
1.8 	 100.0 	 215.0 	 -4170.18754575 
1.8 	 260.0 	 150.0 	 -4170.26198885 
1.8 	 100.0 	 210.0 	 -4170.26198885 
1.8 	 260.0 	 155.0 	 -4170.31144053 
1.8 	 100.0 	 205.0 	 -4170.31144053 
1.8 	 260.0 	 160.0 	 -4170.34422135 
1.8 	 100.0 	 200.0 	 -4170.34422135 
1.8 	 260.0 	 165.0 	 -4170.36610063 
1.8 	 100.0 	 195.0 	 -4170.36610063 
1.8 	 260.0 	 170.0 	 -4170.38087239 
1.8 	 100.0 	 190.0 	 -4170.38087239 
1.8 	 260.0 	 175.0 	 -4170.39086395 
1.8 	 100.0 	 185.0 	 -4170.39086395 
1.8 	 260.0 	 180.0 	 -4170.39736189 
1.8 	 100.0 	 180.0 	 -4170.39736189 
1.8 	 260.0 	 90.0 	 -4119.49557493 
1.8 	 100.0 	 270.0 	 -4119.49557493 
1.8 	 260.0 	 95.0 	 -4146.91995111 
1.8 	 100.0 	 265.0 	 -4146.91995111 
1.8 	 255.0 	 100.0 	 -4160.64705463 
1.8 	 105.0 	 260.0 	 -4160.64705463 
1.8 	 255.0 	 105.0 	 -4165.85985279 
1.8 	 105.0 	 255.0 	 -4165.85985279 
1.8 	 255.0 	 110.0 	 -4168.07463055 
1.8 	 105.0 	 250.0 	 -4168.07463055 
1.8 	 255.0 	 115.0 	 -4169.08528897 
1.8 	 105.0 	 245.0 	 -4169.08528897 
1.8 	 255.0 	 120.0 	 -4169.55125848 
1.8 	 105.0 	 240.0 	 -4169.55125848 
1.8 	 255.0 	 125.0 	 -4169.78645221 
1.8 	 105.0 	 235.0 	 -4169.78645221 
1.8 	 255.0 	 130.0 	 -4169.95439961 
1.8 	 105.0 	 230.0 	 -4169.95439961 
1.8 	 255.0 	 135.0 	 -4170.07177864 
1.8 	 105.0 	 225.0 	 -4170.07177864 
1.8 	 255.0 	 140.0 	 -4170.17572711 
1.8 	 105.0 	 220.0 	 -4170.17572711 
1.8 	 255.0 	 145.0 	 -4170.25896129 
1.8 	 105.0 	 215.0 	 -4170.25896129 
1.8 	 255.0 	 150.0 	 -4170.31389768 
1.8 	 105.0 	 210.0 	 -4170.31389768 
1.8 	 255.0 	 155.0 	 -4170.34965487 
1.8 	 105.0 	 205.0 	 -4170.34965487 
1.8 	 255.0 	 160.0 	 -4170.37306961 
1.8 	 105.0 	 200.0 	 -4170.37306961 
1.8 	 255.0 	 165.0 	 -4170.38865893 
1.8 	 105.0 	 195.0 	 -4170.38865893 
1.8 	 255.0 	 170.0 	 -4170.39919895 
1.8 	 105.0 	 190.0 	 -4170.39919895 
1.8 	 255.0 	 175.0 	 -4170.40628874 
1.8 	 105.0 	 185.0 	 -4170.40628874 
1.8 	 255.0 	 180.0 	 -4170.41074084 
1.8 	 105.0 	 180.0 	 -4170.41074084 
1.8 	 255.0 	 90.0 	 -4121.32440783 
1.8 	 105.0 	 270.0 	 -4121.32440783 
1.8 	 255.0 	 95.0 	 -4148.59163709 
1.8 	 105.0 	 265.0 	 -4148.59163709 
1.8 	 250.0 	 100.0 	 -4161.63300236 
1.8 	 110.0 	 260.0 	 -4161.63300236 
1.8 	 250.0 	 105.0 	 -4166.53633683 
1.8 	 110.0 	 255.0 	 -4166.53633683 
1.8 	 250.0 	 110.0 	 -4168.53123176 
1.8 	 110.0 	 250.0 	 -4168.53123176 
1.8 	 250.0 	 115.0 	 -4169.388114 
1.8 	 110.0 	 245.0 	 -4169.388114 
1.8 	 250.0 	 120.0 	 -4169.75094042 
1.8 	 110.0 	 240.0 	 -4169.75094042 
1.8 	 250.0 	 125.0 	 -4169.92623114 
1.8 	 110.0 	 235.0 	 -4169.92623114 
1.8 	 250.0 	 130.0 	 -4170.04629288 
1.8 	 110.0 	 230.0 	 -4170.04629288 
1.8 	 250.0 	 135.0 	 -4170.13484755 
1.8 	 110.0 	 225.0 	 -4170.13484755 
1.8 	 250.0 	 140.0 	 -4170.22679163 
1.8 	 110.0 	 220.0 	 -4170.22679163 
1.8 	 250.0 	 145.0 	 -4170.29513999 
1.8 	 110.0 	 215.0 	 -4170.29513999 
1.8 	 250.0 	 150.0 	 -4170.33969859 
1.8 	 110.0 	 210.0 	 -4170.33969859 
1.8 	 250.0 	 155.0 	 -4170.36856099 
1.8 	 110.0 	 205.0 	 -4170.36856099 
1.8 	 250.0 	 160.0 	 -4170.38752039 
1.8 	 110.0 	 200.0 	 -4170.38752039 
1.8 	 250.0 	 165.0 	 -4170.40023156 
1.8 	 110.0 	 195.0 	 -4170.40023156 
1.8 	 250.0 	 170.0 	 -4170.40886295 
1.8 	 110.0 	 190.0 	 -4170.40886295 
1.8 	 250.0 	 175.0 	 -4170.41463548 
1.8 	 110.0 	 185.0 	 -4170.41463548 
1.8 	 250.0 	 180.0 	 -4170.41814031 
1.8 	 110.0 	 180.0 	 -4170.41814031 
1.8 	 250.0 	 90.0 	 -4122.99152111 
1.8 	 110.0 	 270.0 	 -4122.99152111 
1.8 	 250.0 	 95.0 	 -4149.90936122 
1.8 	 110.0 	 265.0 	 -4149.90936122 
1.8 	 245.0 	 100.0 	 -4162.29036124 
1.8 	 115.0 	 260.0 	 -4162.29036124 
1.8 	 245.0 	 105.0 	 -4166.96373032 
1.8 	 115.0 	 255.0 	 -4166.96373032 
1.8 	 245.0 	 110.0 	 -4168.81976814 
1.8 	 115.0 	 250.0 	 -4168.81976814 
1.8 	 245.0 	 115.0 	 -4169.57299463 
1.8 	 115.0 	 245.0 	 -4169.57299463 
1.8 	 245.0 	 120.0 	 -4169.86844141 
1.8 	 115.0 	 240.0 	 -4169.86844141 
1.8 	 245.0 	 125.0 	 -4170.00206164 
1.8 	 115.0 	 235.0 	 -4170.00206164 
1.8 	 245.0 	 130.0 	 -4170.09417721 
1.8 	 115.0 	 230.0 	 -4170.09417721 
1.8 	 245.0 	 135.0 	 -4170.16851399 
1.8 	 115.0 	 225.0 	 -4170.16851399 
1.8 	 245.0 	 140.0 	 -4170.25306108 
1.8 	 115.0 	 220.0 	 -4170.25306108 
1.8 	 245.0 	 145.0 	 -4170.31357589 
1.8 	 115.0 	 215.0 	 -4170.31357589 
1.8 	 245.0 	 150.0 	 -4170.35288209 
1.8 	 115.0 	 210.0 	 -4170.35288209 
1.8 	 245.0 	 155.0 	 -4170.37838478 
1.8 	 115.0 	 205.0 	 -4170.37838478 
1.8 	 245.0 	 160.0 	 -4170.39518736 
1.8 	 115.0 	 200.0 	 -4170.39518736 
1.8 	 245.0 	 165.0 	 -4170.40649336 
1.8 	 115.0 	 195.0 	 -4170.40649336 
1.8 	 245.0 	 170.0 	 -4170.41417617 
1.8 	 115.0 	 190.0 	 -4170.41417617 
1.8 	 245.0 	 175.0 	 -4170.41929113 
1.8 	 115.0 	 185.0 	 -4170.41929113 
1.8 	 245.0 	 180.0 	 -4170.42235975 
1.8 	 115.0 	 180.0 	 -4170.42235975 
1.8 	 245.0 	 90.0 	 -4124.2791917 
1.8 	 115.0 	 270.0 	 -4124.2791917 
1.8 	 245.0 	 95.0 	 -4150.87545238 
1.8 	 115.0 	 265.0 	 -4150.87545238 
1.8 	 240.0 	 100.0 	 -4162.71636931 
1.8 	 120.0 	 260.0 	 -4162.71636931 
1.8 	 240.0 	 105.0 	 -4167.23966501 
1.8 	 120.0 	 255.0 	 -4167.23966501 
1.8 	 240.0 	 110.0 	 -4169.00117905 
1.8 	 120.0 	 250.0 	 -4169.00117905 
1.8 	 240.0 	 115.0 	 -4169.68541791 
1.8 	 120.0 	 245.0 	 -4169.68541791 
1.8 	 240.0 	 120.0 	 -4169.93695383 
1.8 	 120.0 	 240.0 	 -4169.93695383 
1.8 	 240.0 	 125.0 	 -4170.04152116 
1.8 	 120.0 	 235.0 	 -4170.04152116 
1.8 	 240.0 	 130.0 	 -4170.1186683 
1.8 	 120.0 	 230.0 	 -4170.1186683 
1.8 	 240.0 	 135.0 	 -4170.18615688 
1.8 	 120.0 	 225.0 	 -4170.18615688 
1.8 	 240.0 	 140.0 	 -4170.26652794 
1.8 	 120.0 	 220.0 	 -4170.26652794 
1.8 	 240.0 	 145.0 	 -4170.32319092 
1.8 	 120.0 	 215.0 	 -4170.32319092 
1.8 	 240.0 	 150.0 	 -4170.35990615 
1.8 	 120.0 	 210.0 	 -4170.35990615 
1.8 	 240.0 	 155.0 	 -4170.38372411 
1.8 	 120.0 	 205.0 	 -4170.38372411 
1.8 	 240.0 	 160.0 	 -4170.399453 
1.8 	 120.0 	 200.0 	 -4170.399453 
1.8 	 240.0 	 165.0 	 -4170.41006939 
1.8 	 120.0 	 195.0 	 -4170.41006939 
1.8 	 240.0 	 170.0 	 -4170.41729947 
1.8 	 120.0 	 190.0 	 -4170.41729947 
1.8 	 240.0 	 175.0 	 -4170.42212497 
1.8 	 120.0 	 185.0 	 -4170.42212497 
1.8 	 240.0 	 180.0 	 -4170.4250196 
1.8 	 120.0 	 180.0 	 -4170.4250196 
1.8 	 240.0 	 90.0 	 -4125.1947374 
1.8 	 120.0 	 270.0 	 -4125.1947374 
1.8 	 240.0 	 95.0 	 -4151.52077494 
1.8 	 120.0 	 265.0 	 -4151.52077494 
1.8 	 235.0 	 100.0 	 -4162.99261303 
1.8 	 125.0 	 260.0 	 -4162.99261303 
1.8 	 235.0 	 105.0 	 -4167.42224248 
1.8 	 125.0 	 255.0 	 -4167.42224248 
1.8 	 235.0 	 110.0 	 -4169.11649767 
1.8 	 125.0 	 250.0 	 -4169.11649767 
1.8 	 235.0 	 115.0 	 -4169.754712 
1.8 	 125.0 	 245.0 	 -4169.754712 
1.8 	 235.0 	 120.0 	 -4169.97772032 
1.8 	 125.0 	 240.0 	 -4169.97772032 
1.8 	 235.0 	 125.0 	 -4170.0608528 
1.8 	 125.0 	 235.0 	 -4170.0608528 
1.8 	 235.0 	 130.0 	 -4170.13093123 
1.8 	 125.0 	 230.0 	 -4170.13093123 
1.8 	 235.0 	 135.0 	 -4170.1949543 
1.8 	 125.0 	 225.0 	 -4170.1949543 
1.8 	 235.0 	 140.0 	 -4170.27335126 
1.8 	 125.0 	 220.0 	 -4170.27335126 
1.8 	 235.0 	 145.0 	 -4170.32835591 
1.8 	 125.0 	 215.0 	 -4170.32835591 
1.8 	 235.0 	 150.0 	 -4170.3638893 
1.8 	 125.0 	 210.0 	 -4170.3638893 
1.8 	 235.0 	 155.0 	 -4170.3869291 
1.8 	 125.0 	 205.0 	 -4170.3869291 
1.8 	 235.0 	 160.0 	 -4170.40214784 
1.8 	 125.0 	 200.0 	 -4170.40214784 
1.8 	 235.0 	 165.0 	 -4170.41241984 
1.8 	 125.0 	 195.0 	 -4170.41241984 
1.8 	 235.0 	 170.0 	 -4170.41942268 
1.8 	 125.0 	 190.0 	 -4170.41942268 
1.8 	 235.0 	 175.0 	 -4170.42410231 
1.8 	 125.0 	 185.0 	 -4170.42410231 
1.8 	 235.0 	 180.0 	 -4170.42690145 
1.8 	 125.0 	 180.0 	 -4170.42690145 
1.8 	 235.0 	 90.0 	 -4125.79991725 
1.8 	 125.0 	 270.0 	 -4125.79991725 
1.8 	 235.0 	 95.0 	 -4151.9363276 
1.8 	 125.0 	 265.0 	 -4151.9363276 
1.8 	 230.0 	 100.0 	 -4163.17138779 
1.8 	 130.0 	 260.0 	 -4163.17138779 
1.8 	 230.0 	 105.0 	 -4167.54295627 
1.8 	 130.0 	 255.0 	 -4167.54295627 
1.8 	 230.0 	 110.0 	 -4169.19122273 
1.8 	 130.0 	 250.0 	 -4169.19122273 
1.8 	 230.0 	 115.0 	 -4169.79872068 
1.8 	 130.0 	 245.0 	 -4169.79872068 
1.8 	 230.0 	 120.0 	 -4170.00305281 
1.8 	 130.0 	 240.0 	 -4170.00305281 
1.8 	 230.0 	 125.0 	 -4170.06861703 
1.8 	 130.0 	 235.0 	 -4170.06861703 
1.8 	 230.0 	 130.0 	 -4170.13657163 
1.8 	 130.0 	 230.0 	 -4170.13657163 
1.8 	 230.0 	 135.0 	 -4170.19926398 
1.8 	 130.0 	 225.0 	 -4170.19926398 
1.8 	 230.0 	 140.0 	 -4170.27698338 
1.8 	 130.0 	 220.0 	 -4170.27698338 
1.8 	 230.0 	 145.0 	 -4170.33150333 
1.8 	 130.0 	 215.0 	 -4170.33150333 
1.8 	 230.0 	 150.0 	 -4170.3665557 
1.8 	 130.0 	 210.0 	 -4170.3665557 
1.8 	 230.0 	 155.0 	 -4170.38921136 
1.8 	 130.0 	 205.0 	 -4170.38921136 
1.8 	 230.0 	 160.0 	 -4170.40413202 
1.8 	 130.0 	 200.0 	 -4170.40413202 
1.8 	 230.0 	 165.0 	 -4170.41418916 
1.8 	 130.0 	 195.0 	 -4170.41418916 
1.8 	 230.0 	 170.0 	 -4170.42104366 
1.8 	 130.0 	 190.0 	 -4170.42104366 
1.8 	 230.0 	 175.0 	 -4170.42561546 
1.8 	 130.0 	 185.0 	 -4170.42561546 
1.8 	 230.0 	 180.0 	 -4170.42832739 
1.8 	 130.0 	 180.0 	 -4170.42832739 
1.8 	 230.0 	 90.0 	 -4126.19000316 
1.8 	 130.0 	 270.0 	 -4126.19000316 
1.8 	 230.0 	 95.0 	 -4152.2013591 
1.8 	 130.0 	 265.0 	 -4152.2013591 
1.8 	 225.0 	 100.0 	 -4163.28694436 
1.8 	 135.0 	 260.0 	 -4163.28694436 
1.8 	 225.0 	 105.0 	 -4167.62297242 
1.8 	 135.0 	 255.0 	 -4167.62297242 
1.8 	 225.0 	 110.0 	 -4169.2406704 
1.8 	 135.0 	 250.0 	 -4169.2406704 
1.8 	 225.0 	 115.0 	 -4169.82772104 
1.8 	 135.0 	 245.0 	 -4169.82772104 
1.8 	 225.0 	 120.0 	 -4170.0196973 
1.8 	 135.0 	 240.0 	 -4170.0196973 
1.8 	 225.0 	 125.0 	 -4170.06907314 
1.8 	 135.0 	 235.0 	 -4170.06907314 
1.8 	 225.0 	 130.0 	 -4170.13888215 
1.8 	 135.0 	 230.0 	 -4170.13888215 
1.8 	 225.0 	 135.0 	 -4170.20184302 
1.8 	 135.0 	 225.0 	 -4170.20184302 
1.8 	 225.0 	 140.0 	 -4170.27935761 
1.8 	 135.0 	 220.0 	 -4170.27935761 
1.8 	 225.0 	 145.0 	 -4170.33382136 
1.8 	 135.0 	 215.0 	 -4170.33382136 
1.8 	 225.0 	 150.0 	 -4170.36863241 
1.8 	 135.0 	 210.0 	 -4170.36863241 
1.8 	 225.0 	 155.0 	 -4170.39103499 
1.8 	 135.0 	 205.0 	 -4170.39103499 
1.8 	 225.0 	 160.0 	 -4170.40574734 
1.8 	 135.0 	 200.0 	 -4170.40574734 
1.8 	 225.0 	 165.0 	 -4170.41564696 
1.8 	 135.0 	 195.0 	 -4170.41564696 
1.8 	 225.0 	 170.0 	 -4170.42237818 
1.8 	 135.0 	 190.0 	 -4170.42237818 
1.8 	 225.0 	 175.0 	 -4170.42684187 
1.8 	 135.0 	 185.0 	 -4170.42684187 
1.8 	 225.0 	 180.0 	 -4170.42944852 
1.8 	 135.0 	 180.0 	 -4170.42944852 
1.8 	 225.0 	 90.0 	 -4126.44080766 
1.8 	 135.0 	 270.0 	 -4126.44080766 
1.8 	 225.0 	 95.0 	 -4152.36967564 
1.8 	 135.0 	 265.0 	 -4152.36967564 
1.8 	 220.0 	 100.0 	 -4163.3612096 
1.8 	 140.0 	 260.0 	 -4163.3612096 
1.8 	 220.0 	 105.0 	 -4167.67603258 
1.8 	 140.0 	 255.0 	 -4167.67603258 
1.8 	 220.0 	 110.0 	 -4169.27401782 
1.8 	 140.0 	 250.0 	 -4169.27401782 
